prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,decode_s,verify_s
"implement BST in python ,only code,no comments ",spec_eval,7,1,8,9,8,10835,10835,det_ctx5,det_ctx5|det_ctx7|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,2|2|2|2|2|2|2|2,2327 3804 721 11 1376 982 286 656 8272 284 2240 198,"init__(self, key):\n        self.left = None\n",286 656 9517 284 2240 198 286 656,        self.right = None\n        self,286 656 9517 284 2240 198 286 656,        self.right = None\n        self,.val,,draft_accepted,0,0,0.037062499999592546,0.00043489999370649457
"implement BST in python ,only code,no comments ",spec_eval,30,1,0,1,0,284,284,none,,,,284 2240 198 286 656 9517 284 2240 198 286 656 10835, = None\n        self.right = None\n        self.val,,,,, =,,no_pattern_fired,0,0,0.030074800000875257,9.220000356435776e-05
"implement BST in python ,only code,no comments ",spec_eval,31,1,0,1,0,1376,1376,none,,,,2240 198 286 656 9517 284 2240 198 286 656 10835 284, None\n        self.right = None\n        self.val =,,,,, key,,no_pattern_fired,0,0,0.029221299999335315,0.0001264000020455569
"implement BST in python ,only code,no comments ",spec_eval,32,1,0,1,0,271,271,none,,,,198 286 656 9517 284 2240 198 286 656 10835 284 1376,\n        self.right = None\n        self.val = key,,,,,\n\n,,no_pattern_fired,0,0,0.028110799998103175,8.410000009462237e-05
"implement BST in python ,only code,no comments ",spec_eval,33,1,1,1,0,1040,1040,syntax_class_method_indent,syntax_class_method_indent,0.990,999,286 656 9517 284 2240 198 286 656 10835 284 1376 271,        self.right = None\n        self.val = key\n\n,262,   ,1040,class,class,0,draft_token_mismatch,1,0,0.029052799996861722,0.00015580000035697594
"implement BST in python ,only code,no comments ",spec_eval,34,1,0,1,0,43541,43541,none,,,,656 9517 284 2240 198 286 656 10835 284 1376 271 1040, self.right = None\n        self.val = key\n\nclass,,,,, BST,,no_pattern_fired,1,0,0.029184400002122857,0.00011789999553002417
"implement BST in python ,only code,no comments ",spec_eval,1,1,2,3,2,707,707,syntax_class_colon,syntax_class_colon|syntax_indent,1.000|0.980,999|999,9517 284 2240 198 286 656 10835 284 1376 271 1040 43541,.right = None\n        self.val = key\n\nclass BST,510 262,:\n   ,510 262,:\n   , def,,draft_accepted,1,0,0.02966930000548018,0.00020640000002458692
"implement BST in python ,only code,no comments ",spec_eval,38,1,0,1,0,1304,1304,none,,,,198 286 656 10835 284 1376 271 1040 43541 510 262 707,\n        self.val = key\n\nclass BST:\n    def,,,,, __,,no_pattern_fired,1,0,0.02997029999824008,0.00011470000026747584
"implement BST in python ,only code,no comments ",spec_eval,2,1,3,4,3,982,982,syntax_dunder_init,syntax_dunder_init|syntax_dunder_paren|syntax_dunder_self,1.000|1.000|1.000,999|999|999,286 656 10835 284 1376 271 1040 43541 510 262 707 1304,        self.val = key\n\nclass BST:\n    def __,2327 3804 721,init__(self,2327 3804 721,init__(self,):\n,,draft_accepted,1,0,0.03416989999823272,0.00024330000451300293
"implement BST in python ,only code,no comments ",spec_eval,1,1,2,3,2,12576,12576,syntax_indent,syntax_indent|det_ctx8,0.980|1.000,999|10,1376 271 1040 43541 510 262 707 1304 2327 3804 721 982, key\n\nclass BST:\n    def __init__(self):\n,286 656,        self,286 656,        self,.root,,draft_accepted,1,0,0.030574299998988863,0.00023380000493489206
"implement BST in python ,only code,no comments ",spec_eval,46,1,0,1,0,284,284,none,,,,43541 510 262 707 1304 2327 3804 721 982 286 656 12576, BST:\n    def __init__(self):\n        self.root,,,,, =,,no_pattern_fired,1,0,0.029232500004582107,8.689999958733097e-05
"implement BST in python ,only code,no comments ",spec_eval,47,1,0,1,0,2240,2240,none,,,,510 262 707 1304 2327 3804 721 982 286 656 12576 284,:\n    def __init__(self):\n        self.root =,,,,, None,,no_pattern_fired,1,0,0.029083699999318924,0.00015490000077988952
"implement BST in python ,only code,no comments ",spec_eval,48,1,0,1,0,271,271,none,,,,262 707 1304 2327 3804 721 982 286 656 12576 284 2240,    def __init__(self):\n        self.root = None,,,,,\n\n,,no_pattern_fired,1,0,0.028061500001058448,0.00014039999950909987
"implement BST in python ,only code,no comments ",spec_eval,1,1,5,3,2,5656,5656,syntax_class_method_indent,syntax_class_method_indent|det_ctx4|det_ctx5|det_ctx5|det_ctx7,0.990|1.000|1.000|1.000|1.000,999|3|3|3|3,707 1304 2327 3804 721 982 286 656 12576 284 2240 271, def __init__(self):\n        self.root = None\n\n,262 707 8737 1193 11,"    def append(self,",262 707 5656 1193 11,"    def insert(self,", insert,2,draft_token_mismatch,2,0,0.04183349999948405,0.00036639999598264694
"implement BST in python ,only code,no comments ",spec_eval,52,1,0,1,0,1193,1193,none,,,,3804 721 982 286 656 12576 284 2240 271 262 707 5656,__(self):\n        self.root = None\n\n    def insert,,,,,(self,,no_pattern_fired,2,0,0.029223999998066574,9.140000474872068e-05
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,3704,3704,det_ctx4,det_ctx4,1.000,5,721 982 286 656 12576 284 2240 271 262 707 5656 1193,self):\n        self.root = None\n\n    def insert(self,11,",",11,",", root,,draft_accepted,2,0,0.030029400004423223,0.00024539999867556617
"implement BST in python ,only code,no comments ",spec_eval,55,1,0,1,0,11,11,none,,,,286 656 12576 284 2240 271 262 707 5656 1193 11 3704,"        self.root = None\n\n    def insert(self, root",,,,,",",,no_pattern_fired,2,0,0.029294300002220552,0.00010379999730503187
"implement BST in python ,only code,no comments ",spec_eval,56,1,0,1,0,1376,1376,none,,,,656 12576 284 2240 271 262 707 5656 1193 11 3704 11," self.root = None\n\n    def insert(self, root,",,,,, key,,no_pattern_fired,2,0,0.029706199995416682,0.00012289999722270295
"implement BST in python ,only code,no comments ",spec_eval,57,1,0,1,0,982,982,none,,,,12576 284 2240 271 262 707 5656 1193 11 3704 11 1376,".root = None\n\n    def insert(self, root, key",,,,,):\n,,no_pattern_fired,2,0,0.028251999996427912,7.960000220919028e-05
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,421,421,syntax_indent,syntax_indent,0.980,999,284 2240 271 262 707 5656 1193 11 3704 11 1376 982," = None\n\n    def insert(self, root, key):\n",286,       ,286,       , if,,draft_accepted,2,0,0.03004720000171801,0.00025689999893074855
"implement BST in python ,only code,no comments ",spec_eval,60,1,1,1,0,3704,3704,det_ctx5,det_ctx5,1.000,2,271 262 707 5656 1193 11 3704 11 1376 982 286 421,"\n\n    def insert(self, root, key):\n        if",537, not,3704, root, root,0,draft_token_mismatch,3,0,0.032949799999187235,0.00029960000392748043
"implement BST in python ,only code,no comments ",spec_eval,61,1,0,1,0,374,374,none,,,,262 707 5656 1193 11 3704 11 1376 982 286 421 3704,"    def insert(self, root, key):\n        if root",,,,, is,,no_pattern_fired,3,0,0.02934139999706531,8.579999848734587e-05
"implement BST in python ,only code,no comments ",spec_eval,62,1,0,1,0,2240,2240,none,,,,707 5656 1193 11 3704 11 1376 982 286 421 3704 374," def insert(self, root, key):\n        if root is",,,,, None,,no_pattern_fired,3,0,0.03078730000561336,7.510000432375818e-05
"implement BST in python ,only code,no comments ",spec_eval,1,1,2,3,2,470,470,syntax_none_guard_colon,syntax_none_guard_colon|syntax_indent,0.970|0.980,999|999,5656 1193 11 3704 11 1376 982 286 421 3704 374 2240," insert(self, root, key):\n        if root is None",510 310,:\n           ,510 310,:\n           , return,,draft_accepted,3,0,0.030635199997050222,0.00020209999638609588
"implement BST in python ,only code,no comments ",spec_eval,66,1,0,1,0,6018,6018,none,,,,3704 11 1376 982 286 421 3704 374 2240 510 310 470," root, key):\n        if root is None:\n            return",,,,, Node,,no_pattern_fired,3,0,0.029527999999118038,0.00010169999586651102
"implement BST in python ,only code,no comments ",spec_eval,67,1,0,1,0,4857,4857,none,,,,11 1376 982 286 421 3704 374 2240 510 310 470 6018,", key):\n        if root is None:\n            return Node",,,,,(key,,no_pattern_fired,3,0,0.029542700001911726,9.03999971342273e-05
"implement BST in python ,only code,no comments ",spec_eval,68,1,0,1,0,340,340,none,,,,1376 982 286 421 3704 374 2240 510 310 470 6018 4857, key):\n        if root is None:\n            return Node(key,,,,,)\n,,no_pattern_fired,3,0,0.027602900001511443,7.520000508520752e-05
"implement BST in python ,only code,no comments ",spec_eval,69,1,0,1,0,286,286,none,,,,982 286 421 3704 374 2240 510 310 470 6018 4857 340,):\n        if root is None:\n            return Node(key)\n,,,,,       ,,no_pattern_fired,3,0,0.027602199996181298,0.00011919999815290794
"implement BST in python ,only code,no comments ",spec_eval,70,1,0,1,0,421,421,none,,,,286 421 3704 374 2240 510 310 470 6018 4857 340 286,        if root is None:\n            return Node(key)\n       ,,,,, if,,no_pattern_fired,3,0,0.028357399998640176,0.00014169999485602602
"implement BST in python ,only code,no comments ",spec_eval,71,1,0,1,0,1376,1376,none,,,,421 3704 374 2240 510 310 470 6018 4857 340 286 421, if root is None:\n            return Node(key)\n        if,,,,, key,,no_pattern_fired,3,0,0.029156899996451102,8.600000001024455e-05
"implement BST in python ,only code,no comments ",spec_eval,72,1,0,1,0,366,366,none,,,,3704 374 2240 510 310 470 6018 4857 340 286 421 1376, root is None:\n            return Node(key)\n        if key,,,,, <,,no_pattern_fired,3,0,0.028408300000592135,8.119999984046444e-05
"implement BST in python ,only code,no comments ",spec_eval,73,1,0,1,0,3704,3704,none,,,,374 2240 510 310 470 6018 4857 340 286 421 1376 366, is None:\n            return Node(key)\n        if key <,,,,, root,,no_pattern_fired,3,0,0.027855000000272412,0.00010029999975813553
"implement BST in python ,only code,no comments ",spec_eval,74,1,0,1,0,10835,10835,none,,,,2240 510 310 470 6018 4857 340 286 421 1376 366 3704, None:\n            return Node(key)\n        if key < root,,,,,.val,,no_pattern_fired,3,0,0.028466900002968032,8.02000067778863e-05
"implement BST in python ,only code,no comments ",spec_eval,75,1,0,1,0,510,510,none,,,,510 310 470 6018 4857 340 286 421 1376 366 3704 10835,:\n            return Node(key)\n        if key < root.val,,,,,:\n,,no_pattern_fired,3,0,0.028395699999236967,0.00011970000196015462
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,3704,3704,syntax_indent,syntax_indent,0.980,999,310 470 6018 4857 340 286 421 1376 366 3704 10835 510,            return Node(key)\n        if key < root.val:\n,310,           ,310,           , root,,draft_accepted,3,0,0.02984160000050906,0.00015169999824138358
"implement BST in python ,only code,no comments ",spec_eval,78,1,0,1,0,8272,8272,none,,,,6018 4857 340 286 421 1376 366 3704 10835 510 310 3704, Node(key)\n        if key < root.val:\n            root,,,,,.left,,no_pattern_fired,3,0,0.029473299997334834,9.14999982342124e-05
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,656,656,det_ctx4,det_ctx4,1.000,2,4857 340 286 421 1376 366 3704 10835 510 310 3704 8272,(key)\n        if key < root.val:\n            root.left,284, =,284, =, self,,draft_accepted,3,0,0.02983669999957783,0.0001415999940945767
"implement BST in python ,only code,no comments ",spec_eval,81,1,0,1,0,7030,7030,none,,,,286 421 1376 366 3704 10835 510 310 3704 8272 284 656,        if key < root.val:\n            root.left = self,,,,,.insert,,no_pattern_fired,3,0,0.03040350000082981,8.410000009462237e-05
"implement BST in python ,only code,no comments ",spec_eval,82,1,0,1,0,9206,9206,none,,,,421 1376 366 3704 10835 510 310 3704 8272 284 656 7030, if key < root.val:\n            root.left = self.insert,,,,,(root,,no_pattern_fired,3,0,0.029653899997356348,8.299999899463728e-05
"implement BST in python ,only code,no comments ",spec_eval,83,1,0,1,0,8272,8272,none,,,,1376 366 3704 10835 510 310 3704 8272 284 656 7030 9206, key < root.val:\n            root.left = self.insert(root,,,,,.left,,no_pattern_fired,3,0,0.02854940000543138,0.00010040000051958486
"implement BST in python ,only code,no comments ",spec_eval,84,1,0,1,0,11,11,none,,,,366 3704 10835 510 310 3704 8272 284 656 7030 9206 8272, < root.val:\n            root.left = self.insert(root.left,,,,,",",,no_pattern_fired,3,0,0.027703800005838275,9.20999955269508e-05
"implement BST in python ,only code,no comments ",spec_eval,85,1,0,1,0,1376,1376,none,,,,3704 10835 510 310 3704 8272 284 656 7030 9206 8272 11," root.val:\n            root.left = self.insert(root.left,",,,,, key,,no_pattern_fired,3,0,0.029010400001425296,8.619999425718561e-05
"implement BST in python ,only code,no comments ",spec_eval,86,1,0,1,0,340,340,none,,,,10835 510 310 3704 8272 284 656 7030 9206 8272 11 1376,".val:\n            root.left = self.insert(root.left, key",,,,,)\n,,no_pattern_fired,3,0,0.028685700002824888,7.099999493220821e-05
"implement BST in python ,only code,no comments ",spec_eval,87,1,0,1,0,286,286,none,,,,510 310 3704 8272 284 656 7030 9206 8272 11 1376 340,":\n            root.left = self.insert(root.left, key)\n",,,,,       ,,no_pattern_fired,3,0,0.028532299998914823,0.00011900000390596688
"implement BST in python ,only code,no comments ",spec_eval,88,1,0,1,0,770,770,none,,,,310 3704 8272 284 656 7030 9206 8272 11 1376 340 286,"            root.left = self.insert(root.left, key)\n       ",,,,, else,,no_pattern_fired,3,0,0.027922100001887884,8.620000153314322e-05
"implement BST in python ,only code,no comments ",spec_eval,1,1,2,3,2,3704,3704,syntax_block_colon,syntax_block_colon|syntax_indent,1.000|0.980,999|999,3704 8272 284 656 7030 9206 8272 11 1376 340 286 770," root.left = self.insert(root.left, key)\n        else",510 310,:\n           ,510 310,:\n           , root,,draft_accepted,3,0,0.03251509999972768,0.0003327999947941862
"implement BST in python ,only code,no comments ",spec_eval,92,1,0,1,0,9517,9517,none,,,,656 7030 9206 8272 11 1376 340 286 770 510 310 3704," self.insert(root.left, key)\n        else:\n            root",,,,,.right,,no_pattern_fired,3,0,0.03023649999522604,0.0001053000014508143
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,656,656,det_ctx4,det_ctx4,1.000,2,7030 9206 8272 11 1376 340 286 770 510 310 3704 9517,".insert(root.left, key)\n        else:\n            root.right",284, =,284, =, self,,draft_accepted,3,0,0.029967000002216082,0.0002303000001120381
"implement BST in python ,only code,no comments ",spec_eval,95,1,0,1,0,7030,7030,none,,,,8272 11 1376 340 286 770 510 310 3704 9517 284 656,".left, key)\n        else:\n            root.right = self",,,,,.insert,,no_pattern_fired,3,0,0.030664700003399048,0.00012229999992996454
"implement BST in python ,only code,no comments ",spec_eval,96,1,0,1,0,9206,9206,none,,,,11 1376 340 286 770 510 310 3704 9517 284 656 7030,", key)\n        else:\n            root.right = self.insert",,,,,(root,,no_pattern_fired,3,0,0.030477100001007784,0.00012280000373721123
"implement BST in python ,only code,no comments ",spec_eval,97,1,0,1,0,9517,9517,none,,,,1376 340 286 770 510 310 3704 9517 284 656 7030 9206, key)\n        else:\n            root.right = self.insert(root,,,,,.right,,no_pattern_fired,3,0,0.02868049999960931,0.00015799999528098851
"implement BST in python ,only code,no comments ",spec_eval,98,1,0,1,0,11,11,none,,,,340 286 770 510 310 3704 9517 284 656 7030 9206 9517,)\n        else:\n            root.right = self.insert(root.right,,,,,",",,no_pattern_fired,3,0,0.028651900000113528,6.800000119255856e-05
"implement BST in python ,only code,no comments ",spec_eval,99,1,0,1,0,1376,1376,none,,,,286 770 510 310 3704 9517 284 656 7030 9206 9517 11,"        else:\n            root.right = self.insert(root.right,",,,,, key,,no_pattern_fired,3,0,0.028505700000096112,8.449999586446211e-05
"implement BST in python ,only code,no comments ",spec_eval,100,1,0,1,0,340,340,none,,,,770 510 310 3704 9517 284 656 7030 9206 9517 11 1376," else:\n            root.right = self.insert(root.right, key",,,,,)\n,,no_pattern_fired,3,0,0.02866329999960726,7.329999789362773e-05
"implement BST in python ,only code,no comments ",spec_eval,101,1,0,1,0,286,286,none,,,,510 310 3704 9517 284 656 7030 9206 9517 11 1376 340,":\n            root.right = self.insert(root.right, key)\n",,,,,       ,,no_pattern_fired,3,0,0.02873629999521654,7.119999645510688e-05
"implement BST in python ,only code,no comments ",spec_eval,102,1,0,1,0,470,470,none,,,,310 3704 9517 284 656 7030 9206 9517 11 1376 340 286,"            root.right = self.insert(root.right, key)\n       ",,,,, return,,no_pattern_fired,3,0,0.02895659999921918,7.370000093942508e-05
"implement BST in python ,only code,no comments ",spec_eval,103,1,0,1,0,3704,3704,none,,,,3704 9517 284 656 7030 9206 9517 11 1376 340 286 470," root.right = self.insert(root.right, key)\n        return",,,,, root,,no_pattern_fired,3,0,0.028829900002165232,0.00012849999620812014
"implement BST in python ,only code,no comments ",spec_eval,104,1,0,1,0,271,271,none,,,,9517 284 656 7030 9206 9517 11 1376 340 286 470 3704,".right = self.insert(root.right, key)\n        return root",,,,,\n\n,,no_pattern_fired,3,0,0.029383600005530752,0.00014560000272467732
"implement BST in python ,only code,no comments ",spec_eval,105,1,0,1,0,262,262,none,,,,284 656 7030 9206 9517 11 1376 340 286 470 3704 271," = self.insert(root.right, key)\n        return root\n\n",,,,,   ,,no_pattern_fired,3,0,0.028816500001994427,0.00012900000001536682
"implement BST in python ,only code,no comments ",spec_eval,106,1,0,1,0,707,707,none,,,,656 7030 9206 9517 11 1376 340 286 470 3704 271 262," self.insert(root.right, key)\n        return root\n\n   ",,,,, def,,no_pattern_fired,3,0,0.028848299996752758,0.00012679999781539664
"implement BST in python ,only code,no comments ",spec_eval,107,1,0,1,0,66041,66041,none,,,,7030 9206 9517 11 1376 340 286 470 3704 271 262 707,".insert(root.right, key)\n        return root\n\n    def",,,,, inorder,,no_pattern_fired,3,0,0.029172400005336385,9.539999882690609e-05
"implement BST in python ,only code,no comments ",spec_eval,108,1,0,1,0,1193,1193,none,,,,9206 9517 11 1376 340 286 470 3704 271 262 707 66041,"(root.right, key)\n        return root\n\n    def inorder",,,,,(self,,no_pattern_fired,3,0,0.02864650000265101,7.519999780924991e-05
"implement BST in python ,only code,no comments ",spec_eval,109,1,0,1,0,11,11,none,,,,9517 11 1376 340 286 470 3704 271 262 707 66041 1193,".right, key)\n        return root\n\n    def inorder(self",,,,,",",,no_pattern_fired,3,0,0.028718499997921754,8.170000364771113e-05
"implement BST in python ,only code,no comments ",spec_eval,110,1,0,1,0,3704,3704,none,,,,11 1376 340 286 470 3704 271 262 707 66041 1193 11,", key)\n        return root\n\n    def inorder(self,",,,,, root,,no_pattern_fired,3,0,0.02859780000289902,9.320000390289351e-05
"implement BST in python ,only code,no comments ",spec_eval,111,1,0,1,0,982,982,none,,,,1376 340 286 470 3704 271 262 707 66041 1193 11 3704," key)\n        return root\n\n    def inorder(self, root",,,,,):\n,,no_pattern_fired,3,0,0.029005600001255516,9.320000390289351e-05
"implement BST in python ,only code,no comments ",spec_eval,1,1,7,3,2,3704,3704,syntax_indent,syntax_indent|det_ctx5|det_ctx5|det_ctx7|det_ctx8|syntax_indent|det_ctx8,0.980|1.000|1.000|1.000|1.000|0.980|1.000,999|3|3|3|3|999|3,340 286 470 3704 271 262 707 66041 1193 11 3704 982,")\n        return root\n\n    def inorder(self, root):\n",286 421 537 3704 510 310 470,        if not root:\n            return,286 421 3704 3704 510 310 470,        if root root:\n            return, root,2,draft_token_mismatch,4,0,0.06480639999790583,0.00046909999946365133
"implement BST in python ,only code,no comments ",spec_eval,115,1,0,1,0,510,510,none,,,,3704 271 262 707 66041 1193 11 3704 982 286 421 3704," root\n\n    def inorder(self, root):\n        if root",,,,,:\n,,no_pattern_fired,4,0,0.030237700004363433,0.00010670000483514741
"implement BST in python ,only code,no comments ",spec_eval,0,1,1,2,1,656,656,syntax_indent,syntax_indent,0.980,999,271 262 707 66041 1193 11 3704 982 286 421 3704 510,"\n\n    def inorder(self, root):\n        if root:\n",310,           ,310,           , self,,draft_accepted,4,0,0.030025000000023283,0.00022510000417241827
"implement BST in python ,only code,no comments ",spec_eval,118,1,0,1,0,1858,1858,none,,,,707 66041 1193 11 3704 982 286 421 3704 510 310 656," def inorder(self, root):\n        if root:\n            self",,,,,.in,,no_pattern_fired,4,0,0.030399499999475665,8.38999985717237e-05
"implement BST in python ,only code,no comments ",spec_eval,119,1,0,1,0,1358,1358,none,,,,66041 1193 11 3704 982 286 421 3704 510 310 656 1858," inorder(self, root):\n        if root:\n            self.in",,,,,order,,no_pattern_fired,4,0,0.02986380000220379,0.00012620000052265823
"implement BST in python ,only code,no comments ",spec_eval,120,1,0,1,0,9206,9206,none,,,,1193 11 3704 982 286 421 3704 510 310 656 1858 1358,"(self, root):\n        if root:\n            self.inorder",,,,,(root,,no_pattern_fired,4,0,0.028698199996142648,7.500000356230885e-05
"implement BST in python ,only code,no comments ",spec_eval,121,1,0,1,0,8272,8272,none,,,,11 3704 982 286 421 3704 510 310 656 1858 1358 9206,", root):\n        if root:\n            self.inorder(root",,,,,.left,,no_pattern_fired,4,0,0.0286848000032478,9.959999442799017e-05
"implement BST in python ,only code,no comments ",spec_eval,122,1,0,1,0,340,340,none,,,,3704 982 286 421 3704 510 310 656 1858 1358 9206 8272, root):\n        if root:\n            self.inorder(root.left,,,,,)\n,,no_pattern_fired,4,0,0.02890560000378173,8.730000263312832e-05
"implement BST in python ,only code,no comments ",spec_eval,123,1,0,1,0,310,310,none,,,,982 286 421 3704 510 310 656 1858 1358 9206 8272 340,):\n        if root:\n            self.inorder(root.left)\n,,,,,           ,,no_pattern_fired,4,0,0.029063900001347065,0.00010350000229664147
"implement BST in python ,only code,no comments ",spec_eval,124,1,0,1,0,1173,1173,none,,,,286 421 3704 510 310 656 1858 1358 9206 8272 340 310,        if root:\n            self.inorder(root.left)\n           ,,,,, print,,no_pattern_fired,4,0,0.029659899999387562,8.7800006440375e-05
"implement BST in python ,only code,no comments ",spec_eval,125,1,0,1,0,9206,9206,none,,,,421 3704 510 310 656 1858 1358 9206 8272 340 310 1173, if root:\n            self.inorder(root.left)\n            print,,,,,(root,,no_pattern_fired,4,0,0.029007300006924197,7.74000000092201e-05
"implement BST in python ,only code,no comments ",spec_eval,126,1,0,1,0,10835,10835,none,,,,3704 510 310 656 1858 1358 9206 8272 340 310 1173 9206, root:\n            self.inorder(root.left)\n            print(root,,,,,.val,,no_pattern_fired,4,0,0.02876329999708105,0.00012650000280700624
"implement BST in python ,only code,no comments ",spec_eval,127,1,0,1,0,11,11,none,,,,510 310 656 1858 1358 9206 8272 340 310 1173 9206 10835,:\n            self.inorder(root.left)\n            print(root.val,,,,,",",,no_pattern_fired,4,0,0.029143599997041747,0.00020809999841731042
"reverse a list in python,only code,no comments",spec_eval,1,1,0,1,0,73594,73594,none,,,,25903 264 1140 304 10135 11 3243 2038 84198 6042 198,"reverse a list in python,only code,no comments\n",,,,,```,,no_pattern_fired,0,0,0.029274699998495635,8.859999798005447e-05
"reverse a list in python,only code,no comments",spec_eval,2,1,0,1,0,12669,12669,none,,,,25903 264 1140 304 10135 11 3243 2038 84198 6042 198 73594,"reverse a list in python,only code,no comments\n```",,,,,python,,no_pattern_fired,0,0,0.028964700002688915,7.840000034775585e-05
"reverse a list in python,only code,no comments",spec_eval,3,1,0,1,0,198,198,none,,,,264 1140 304 10135 11 3243 2038 84198 6042 198 73594 12669," a list in python,only code,no comments\n```python",,,,,\n,,no_pattern_fired,0,0,0.027960699997493066,0.00012140000035287812
"reverse a list in python,only code,no comments",spec_eval,0,1,1,2,1,9931,9931,det_ctx4,det_ctx4,1.000,8,1140 304 10135 11 3243 2038 84198 6042 198 73594 12669 198," list in python,only code,no comments\n```python\n",750,def,750,def, reverse,,draft_accepted,0,0,0.02935330000036629,0.0002938999969046563
"reverse a list in python,only code,no comments",spec_eval,0,1,4,2,1,46046,46046,det_ctx5,det_ctx5|det_ctx7|det_ctx8|syntax_indent,1.000|1.000|1.000|0.980,2|2|2|999,10135 11 3243 2038 84198 6042 198 73594 12669 198 750 9931," python,only code,no comments\n```python\ndef reverse",2019 10939 982 262,_list(arr):\n   ,2019 46046 982 262,_list(lst):\n   ,(lst,1,draft_token_mismatch,1,0,0.039513799994892906,0.000305499997921288
"reverse a list in python,only code,no comments",spec_eval,8,1,0,1,0,982,982,none,,,,3243 2038 84198 6042 198 73594 12669 198 750 9931 2019 46046,"only code,no comments\n```python\ndef reverse_list(lst",,,,,):\n,,no_pattern_fired,1,0,0.02906809999694815,8.97999998414889e-05
"reverse a list in python,only code,no comments",spec_eval,0,1,1,2,1,470,470,syntax_indent,syntax_indent,0.980,999,2038 84198 6042 198 73594 12669 198 750 9931 2019 46046 982," code,no comments\n```python\ndef reverse_list(lst):\n",262,   ,262,   , return,,draft_accepted,1,0,0.029622499998367857,0.0002122999940183945
"reverse a list in python,only code,no comments",spec_eval,11,1,0,1,0,18845,18845,none,,,,6042 198 73594 12669 198 750 9931 2019 46046 982 262 470, comments\n```python\ndef reverse_list(lst):\n    return,,,,, lst,,no_pattern_fired,1,0,0.02856420000171056,0.000155999994603917
"reverse a list in python,only code,no comments",spec_eval,12,1,0,1,0,62154,62154,none,,,,198 73594 12669 198 750 9931 2019 46046 982 262 470 18845,\n```python\ndef reverse_list(lst):\n    return lst,,,,,[::-,,no_pattern_fired,1,0,0.029056499995931517,8.280000474769622e-05
"reverse a list in python,only code,no comments",spec_eval,1,1,2,3,2,73594,73594,syntax_minus_one,syntax_minus_one|syntax_slice_close,0.930|0.980,999|999,73594 12669 198 750 9931 2019 46046 982 262 470 18845 62154,```python\ndef reverse_list(lst):\n    return lst[::-,16 921,1]\n,16 921,1]\n,```,,draft_accepted,1,0,0.03041460000531515,0.0002227000004495494
"reverse a list in python,only code,no comments",spec_eval,16,1,0,1,0,151643,151643,none,,,,750 9931 2019 46046 982 262 470 18845 62154 16 921 73594,def reverse_list(lst):\n    return lst[::-1]\n```,,,,,,,no_pattern_fired,1,0,0.02955870000005234,0.00010459999612066895
"reverse a list in python,only code,no comments",spec_eval,17,1,0,1,0,33975,33975,none,,,,9931 2019 46046 982 262 470 18845 62154 16 921 73594 151643, reverse_list(lst):\n    return lst[::-1]\n```,,,,,Human,,no_pattern_fired,1,0,0.029919199994765222,0.00012100000458303839
"reverse a list in python,only code,no comments",spec_eval,18,1,0,1,0,12,12,none,,,,2019 46046 982 262 470 18845 62154 16 921 73594 151643 33975,_list(lst):\n    return lst[::-1]\n```Human,,,,,-,,no_pattern_fired,1,0,0.028188899996166583,8.420000085607171e-05
"reverse a list in python,only code,no comments",spec_eval,19,1,0,1,0,18247,18247,none,,,,46046 982 262 470 18845 62154 16 921 73594 151643 33975 12,(lst):\n    return lst[::-1]\n```Human-,,,,,robot,,no_pattern_fired,1,0,0.02836630000092555,0.00010750000365078449
"reverse a list in python,only code,no comments",spec_eval,20,1,0,1,0,16230,16230,none,,,,982 262 470 18845 62154 16 921 73594 151643 33975 12 18247,):\n    return lst[::-1]\n```Human-robot,,,,, interaction,,no_pattern_fired,1,0,0.028297600001678802,9.419999696547166e-05
"reverse a list in python,only code,no comments",spec_eval,21,1,0,1,0,3545,3545,none,,,,262 470 18845 62154 16 921 73594 151643 33975 12 18247 16230,    return lst[::-1]\n```Human-robot interaction,,,,, often,,no_pattern_fired,1,0,0.028252900003280956,7.529999857069924e-05
"reverse a list in python,only code,no comments",spec_eval,22,1,0,1,0,17601,17601,none,,,,470 18845 62154 16 921 73594 151643 33975 12 18247 16230 3545, return lst[::-1]\n```Human-robot interaction often,,,,, involves,,no_pattern_fired,1,0,0.028070299995306414,8.450000314041972e-05
"reverse a list in python,only code,no comments",spec_eval,23,1,0,1,0,5810,5810,none,,,,18845 62154 16 921 73594 151643 33975 12 18247 16230 3545 17601, lst[::-1]\n```Human-robot interaction often involves,,,,, natural,,no_pattern_fired,1,0,0.027900200002477504,9.190000128000975e-05
