prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,passes_saved_est,pattern_s,decode_s,verify_s
"implement BST in python ,only code,no comments ",spec_eval,56,1,0,1,0,1061,1061,none,,,,30940 1456 1293 1693 1916 1060 9230 35732 1877 1369 8181 26700,(val)\n    if val<root.val:\n        root.left,,,,,=,,no_pattern_fired,4,0,0,5.539999983739108e-05,0.09311099999467842,4.959999932907522e-05
"implement BST in python ,only code,no comments ",spec_eval,57,1,0,1,0,13007,13007,none,,,,1456 1293 1693 1916 1060 9230 35732 1877 1369 8181 26700 1061,)\n    if val<root.val:\n        root.left=,,,,,insert,,no_pattern_fired,4,0,0,7.12000037310645e-05,0.09811969999282155,5.230000533629209e-05
"implement BST in python ,only code,no comments ",spec_eval,58,1,0,1,0,29312,29312,none,,,,1293 1693 1916 1060 9230 35732 1877 1369 8181 26700 1061 13007,    if val<root.val:\n        root.left=insert,,,,,(root,,no_pattern_fired,4,0,0,9.06000059330836e-05,0.09942140000930522,8.209999941755086e-05
"implement BST in python ,only code,no comments ",spec_eval,59,1,0,1,0,26700,26700,none,,,,1693 1916 1060 9230 35732 1877 1369 8181 26700 1061 13007 29312, if val<root.val:\n        root.left=insert(root,,,,,.left,,no_pattern_fired,4,0,0,8.430000161752105e-05,0.0992504000023473,4.919999628327787e-05
"implement BST in python ,only code,no comments ",spec_eval,60,1,0,1,0,1044,1044,none,,,,1916 1060 9230 35732 1877 1369 8181 26700 1061 13007 29312 26700, val<root.val:\n        root.left=insert(root.left,,,,,",",,no_pattern_fired,4,0,0,7.409999670926481e-05,0.09821299999020994,4.990000161342323e-05
"implement BST in python ,only code,no comments ",spec_eval,61,1,0,1,0,1977,1977,none,,,,1060 9230 35732 1877 1369 8181 26700 1061 13007 29312 26700 1044,"<root.val:\n        root.left=insert(root.left,",,,,,val,,no_pattern_fired,4,0,0,7.329999061767012e-05,0.10048439999809489,5.259999306872487e-05
"implement BST in python ,only code,no comments ",spec_eval,62,1,0,1,0,1456,1456,none,,,,9230 35732 1877 1369 8181 26700 1061 13007 29312 26700 1044 1977,"root.val:\n        root.left=insert(root.left,val",,,,,)\n,,no_pattern_fired,4,0,0,5.9300000430084765e-05,0.0988622999866493,5.2100003813393414e-05
"implement BST in python ,only code,no comments ",spec_eval,63,1,0,1,0,1293,1293,none,,,,35732 1877 1369 8181 26700 1061 13007 29312 26700 1044 1977 1456,".val:\n        root.left=insert(root.left,val)\n",,,,,   ,,no_pattern_fired,4,0,0,0.00021309999283403158,0.10193379998963792,8.320000779349357e-05
"implement BST in python ,only code,no comments ",spec_eval,64,1,0,1,0,2849,2849,none,,,,1877 1369 8181 26700 1061 13007 29312 26700 1044 1977 1456 1293,":\n        root.left=insert(root.left,val)\n   ",,,,, else,,no_pattern_fired,4,0,0,8.179999713320285e-05,0.09956760000204667,4.939999780617654e-05
"implement BST in python ,only code,no comments ",spec_eval,65,1,1,2,1,1369,1369,syntax_block_colon,syntax_block_colon,1.000,999,1369 8181 26700 1061 13007 29312 26700 1044 1977 1456 1293 2849,"        root.left=insert(root.left,val)\n    else",1877,:\n,1877,:\n,       ,,draft_accepted,4,0,1,6.690000009257346e-05,0.12889690000156406,0.00011029999586753547
"implement BST in python ,only code,no comments ",spec_eval,67,1,1,1,0,8181,8181,strong_ctx5,strong_ctx5,1.000,1,26700 1061 13007 29312 26700 1044 1977 1456 1293 2849 1877 1369,".left=insert(root.left,val)\n    else:\n       ",6194, node,8181, root, root,0,draft_token_mismatch,5,0,0,7.249999907799065e-05,7.273977399992873,0.0001483000087318942
"implement BST in python ,only code,no comments ",spec_eval,68,1,0,1,0,30602,30602,none,,,,1061 13007 29312 26700 1044 1977 1456 1293 2849 1877 1369 8181,"=insert(root.left,val)\n    else:\n        root",,,,,.right,,no_pattern_fired,5,0,0,5.9300000430084765e-05,0.10157699999399483,8.310000703204423e-05
"implement BST in python ,only code,no comments ",spec_eval,69,1,0,1,0,1061,1061,none,,,,13007 29312 26700 1044 1977 1456 1293 2849 1877 1369 8181 30602,"insert(root.left,val)\n    else:\n        root.right",,,,,=,,no_pattern_fired,5,0,0,8.009999874047935e-05,0.10121890000300482,4.579999949783087e-05
"implement BST in python ,only code,no comments ",spec_eval,70,1,0,1,0,13007,13007,none,,,,29312 26700 1044 1977 1456 1293 2849 1877 1369 8181 30602 1061,"(root.left,val)\n    else:\n        root.right=",,,,,insert,,no_pattern_fired,5,0,0,5.339999916031957e-05,0.10498219999135472,8.550001075491309e-05
"implement BST in python ,only code,no comments ",spec_eval,71,1,0,1,0,29312,29312,none,,,,26700 1044 1977 1456 1293 2849 1877 1369 8181 30602 1061 13007,".left,val)\n    else:\n        root.right=insert",,,,,(root,,no_pattern_fired,5,0,0,8.699999307282269e-05,0.097325800001272,8.880000677891076e-05
"implement BST in python ,only code,no comments ",spec_eval,72,1,0,1,0,30602,30602,none,,,,1044 1977 1456 1293 2849 1877 1369 8181 30602 1061 13007 29312,",val)\n    else:\n        root.right=insert(root",,,,,.right,,no_pattern_fired,5,0,0,9.719999798107892e-05,0.09837309998692945,8.530000923201442e-05
"implement BST in python ,only code,no comments ",spec_eval,73,1,0,1,0,1044,1044,none,,,,1977 1456 1293 2849 1877 1369 8181 30602 1061 13007 29312 30602,val)\n    else:\n        root.right=insert(root.right,,,,,",",,no_pattern_fired,5,0,0,8.690000686328858e-05,0.09590770000068005,8.739999611862004e-05
"implement BST in python ,only code,no comments ",spec_eval,74,1,0,1,0,1977,1977,none,,,,1456 1293 2849 1877 1369 8181 30602 1061 13007 29312 30602 1044,")\n    else:\n        root.right=insert(root.right,",,,,,val,,no_pattern_fired,5,0,0,9.620000491850078e-05,0.10256329999538139,5.080000846646726e-05
"implement BST in python ,only code,no comments ",spec_eval,75,1,0,1,0,1456,1456,none,,,,1293 2849 1877 1369 8181 30602 1061 13007 29312 30602 1044 1977,"    else:\n        root.right=insert(root.right,val",,,,,)\n,,no_pattern_fired,5,0,0,7.389999518636614e-05,0.09817290000501089,6.159998883958906e-05
"implement BST in python ,only code,no comments ",spec_eval,76,1,0,1,0,1293,1293,none,,,,2849 1877 1369 8181 30602 1061 13007 29312 30602 1044 1977 1456," else:\n        root.right=insert(root.right,val)\n",,,,,   ,,no_pattern_fired,5,0,0,5.520001286640763e-05,0.10211620001064148,4.509999416768551e-05
"implement BST in python ,only code,no comments ",spec_eval,77,1,0,1,0,1850,1850,none,,,,1877 1369 8181 30602 1061 13007 29312 30602 1044 1977 1456 1293,":\n        root.right=insert(root.right,val)\n   ",,,,, return,,no_pattern_fired,5,0,0,5.119999696034938e-05,0.10185369999089744,4.919999628327787e-05
"implement BST in python ,only code,no comments ",spec_eval,78,1,0,1,0,8181,8181,none,,,,1369 8181 30602 1061 13007 29312 30602 1044 1977 1456 1293 1850,"        root.right=insert(root.right,val)\n    return",,,,, root,,no_pattern_fired,5,0,0,6.669999856967479e-05,0.10041360001196153,5.219999002292752e-05
"implement BST in python ,only code,no comments ",spec_eval,79,1,0,1,0,1267,1267,none,,,,8181 30602 1061 13007 29312 30602 1044 1977 1456 1293 1850 8181," root.right=insert(root.right,val)\n    return root",,,,,\n\n,,no_pattern_fired,5,0,0,2.9999937396496534e-06,0.09622809999564197,4.92000108351931e-05
